sample	LeechJ_2020__ERS3967745	LeechJ_2020__ERS3967744	LeechJ_2020__ERS3967743	LeechJ_2020__ERS3967742	LeechJ_2020__ERS3967741	LeechJ_2020__ERS3967740	LeechJ_2020__ERS3967739	LeechJ_2020__ERS3967738	LeechJ_2020__ERS3967737	LeechJ_2020__ERS3967736	LeechJ_2020__ERS3967735	LeechJ_2020__ERS3967734	LeechJ_2020__ERS3967733	LeechJ_2020__ERS3967732	LeechJ_2020__ERS3967731	LeechJ_2020__ERS3967730	LeechJ_2020__ERS3967729	LeechJ_2020__ERS3967728	LeechJ_2020__ERS3967727	LeechJ_2020__ERS3967726	LeechJ_2020__ERS3967725	LeechJ_2020__ERS3967724	LeechJ_2020__ERS3967723	LeechJ_2020__ERS3967722	LeechJ_2020__ERS3967721	LeechJ_2020__ERS3967720	LeechJ_2020__ERS3967719	LeechJ_2020__ERS3967718	LeechJ_2020__ERS3967717	LeechJ_2020__ERS3967716	LeechJ_2020__ERS3967715	LeechJ_2020__ERS3967714	LeechJ_2020__ERS3967713	LeechJ_2020__ERS3967712	LeechJ_2020__ERS3967711	LeechJ_2020__ERS3967710	LeechJ_2020__ERS3967709	LeechJ_2020__ERS3967708	LeechJ_2020__ERS3967707	LeechJ_2020__ERS3967706	LeechJ_2020__ERS3967705	LeechJ_2020__ERS3967704	LeechJ_2020__ERS3967703	LeechJ_2020__ERS3967702	LeechJ_2020__ERS3967701	LeechJ_2020__ERS3967700	LeechJ_2020__ERS3967699	LeechJ_2020__ERS3967698	LeechJ_2020__ERS3967697	LeechJ_2020__ERS3967696	LeechJ_2020__ERS3967695	LeechJ_2020__ERS3967694	LeechJ_2020__ERS3967693	LeechJ_2020__ERS3967692	LeechJ_2020__ERS3967691	LeechJ_2020__ERS3967690	LeechJ_2020__ERS3967689	LeechJ_2020__ERS3967688
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Buttiauxella|s__Buttiauxella_brennerae|t__SGB10038	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0031	0.0	0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Buttiauxella|s__Buttiauxella_ferragutiae|t__SGB10041	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0741	0.0	0	0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_amalonaticus|t__SGB10074	0.0	0.0	0	0.0	0.0	0.05366	0.0	0	0.0	0.0	0.0	0.5882	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_braakii|t__SGB10086	0.0	0.0	0	0.0	0.0	0.00154	0.0	0	0.0	0.0	0.0	0.58207	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0.0	0.0	0.02289	0	0	0	0.0	0.0	0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_freundii|t__SGB10083	0.0	0.0	0	0.0	0.0	0.79671	0.03503	0	0.14094	0.03908	0.01299	7.60595	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0.0	0.33014	0.24758	0	0	0	0.0	0.0	0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_freundii|t__SGB38353	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.1798	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_sp_JGM124|t__SGB92533	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.00224	0	0.0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_sp_RHBSTW_00671|t__SGB58199	0.0	0.0	0	0.0	0.0	0.51414	0.0036	0	0.0774	0.01934	0.0	7.37908	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0.0138	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_telavivensis|t__SGB58550	0.0	0.0	0	0.0	0.0	0.04598	0.0	0	0.0	0.0	0.0	3.50501	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_werkmanii|t__SGB10080	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0.0	0.39488	0.0	0	0	0	0.0	0.0	0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacteriaceae_unclassified|s__Enterobacteriaceae_bacterium_ML5|t__SGB10243	0.0	0.0	0	2.29118	0.0	0.0	0.0	0	0.0	0.0	0.0	0.00175	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.02566	0.0	0.0	0.5797	0.13128	0.00859	0.0	0	0.0	0.01939	0.06321	0	5.82472	0.0	0	0.0	0	15.77162	0.0	0.0	0	0	0	0.0	0.0	0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacteriaceae_unclassified|s__Enterobacteriaceae_bacterium|t__SGB81751	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.00754	0.0	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_asburiae|t__SGB10141	0.0	0.01006	0	0.0	0.0	1.31508	0.0143	0	0.18256	0.09356	0.04388	8.68468	0.0	0.0	0	0	0.0	0	0	0	0	0.01663	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0.0	0.0	3.01773	0	0	0	0.0	0.0	0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_bugandensis|t__SGB10135	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.15436	0.0	0.0	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0	0.16346	0	0.0	0.39298	0.0	0	0	0	0.0	0.0	0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_cloacae|t__SGB10102	0.0	0.0	0	0.0	0.0	0.11133	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_cloacae|t__SGB10131	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.2164	0.0	0.0	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0	0.0	0.53437	0.05233
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_hormaechei|t__SGB10130	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.17291	0.0	0.0	0.11067	0.0	0	0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.18205	0	0.20945	0	0.0	67.00475	0.0	0	0	0	0.0	0.0	0	0.00402	0.37358	0.33666
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_kobei|t__SGB10133	0.0	0.0	0	0.0	0.0	0.02541	0.0	0	0.0	0.03404	0.0	0.14333	0.00554	0.0	0	0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0.0	0.0	0.07889	0	0	0	0.0	0.0	0	0.0	0.02955	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_ludwigii|t__SGB10127	0.0	0.0	0	0.0	0.0	0.83748	0.0	0	0.10941	0.05049	0.12176	3.11385	0.03517	0.0	0	0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.07346	0.0	0	0.06659	0	0.0	0.0	1.1106	0	0	0	0.0	0.0	0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_mori|t__SGB10132	0.0	0.0	0	0.0	0.0	1.74174	0.0418	0	0.26996	0.2738	0.04047	11.08469	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.04404	0	0.0	0	0.0	0.0	0.47266	0	0	0	0.0	0.0	0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_roggenkampii|t__SGB10139	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.12401	0.0	0.0	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0	0	0	0.0	0.06543	0	0.0	0.28204	0.38456
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_soli|t__SGB10126	0.0	0.0	0	0.0	0.0	0.0381	0.0	0	0.0	0.0	0.0	0.11986	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_sp_638|t__SGB10143	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.03232	0.46769	0.0056	0.0	0	0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1.49516	0.0	0.03325	0.0	0	0.0	1.96676	0.0	0	0.0	0.0	0	0.0	0	0.0	0.0	1.32734	0	0	0	0.0	0.0	0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_sp_BIGb0359|t__SGB31151	0.0	0.0	0	0.0	0.0	0.29126	0.0	0	0.02751	0.03443	0.00293	6.0931	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_sp_FS01|t__SGB23259	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.12948	0.0	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_sp_RHBSTW_00994|t__SGB81748	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.03691	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_wuhouensis|t__SGB31167	0.0	0.0	0	0.0	0.0	0.33864	0.0	0	0.03991	0.01366	0.0	1.41931	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli|t__SGB10068	0.02407	0.0	0	0.0	0.0	0.0	0.0	0	0.00072	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.24232	0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0	0.0	6.88105	33.89826
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_sp_ESNIH1|t__SGB23273	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0	0.0	0.06623	0.25709
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_aerogenes|t__SGB10116	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.00785	0.0	0.0	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0	0.0	0.00662	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_grimontii|t__SGB10120	0.0	0.0	0	0.0	0.0	0.28103	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.11327	0	1.8246	0	0.0	13.42088	0.0	0	0	0	0.0	0.0	0	0.0	0.00093	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_michiganensis|t__SGB10119	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.01057	0.0	0.0	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0	0.0	0.02368	0.28314
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_pneumoniae|t__SGB10115_group	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0	0.0	1.16098	0.18574
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_quasipneumoniae|t__SGB10112	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0	1.19213	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0	0.0	0.42921	0.07845
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_variicola|t__SGB10114	0.0	0.0	0	0.0	0.0	0.00606	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Kluyvera|s__Kluyvera_ascorbata|t__SGB10107	0.0	0.0	0	0.0	0.0	0.22529	0.0	0	0.01092	0.0	0.0	0.87507	0.11997	0.0	0	0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Kluyvera|s__Kluyvera_cryocrescens|t__SGB23242	0.0	0.0	0	0.0	0.0	0.04849	0.0	0	0.0	0.0	0.0	0.17162	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0	26.7884	0	0.0	5.53392	0.0	0	0	0	0.02988	0.0	0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Kluyvera|s__Kluyvera_genomosp_3|t__SGB74156	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0	0.0	0.03	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Kluyvera|s__Kluyvera_georgiana|t__SGB10108	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.03701	0.0	0.0	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0	0.0	0.22212	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Kluyvera|s__Kluyvera_intermedia|t__SGB10058	0.0	0.0	0	0.0	0.0	0.01663	0.0	0	0.0	0.0	0.0	0.22549	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Kluyvera|s__Kluyvera_intermedia|t__SGB31156	0.56787	1.95621	0	0.0	0.0	0.16565	0.0	0	0.01459	0.0	6.18578	0.3063	0.53018	0.0	0	0	2.54743	0	0	0	0	0.0	0.0	0	0	0	0	0	0	1.13678	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.37541	0	0.0	0	0.0	0.0	0.0	0	0	0	0.23705	0.0	0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Kluyvera|s__Kluyvera_sichuanensis|t__SGB81752	0.0	0.0	0	0.0	0.0	0.03716	0.0	0	0.0	0.19644	0.0	0.23541	0.34709	0.0	0	0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Kosakonia|s__Kosakonia_cowanii|t__SGB10050	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	1.04322	0	0.0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Kosakonia|s__Kosakonia_oryzendophytica|t__SGB10055	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.00349	0.0	0.0	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Kosakonia|s__Kosakonia_radicincitans|t__SGB10051	0.0	0.0	0	0.0	0.0	0.01498	0.0	0	0.0	0.0	0.0	0.16246	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0.04657	0.08078	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Leclercia|s__Leclercia_adecarboxylata|t__SGB10147	0.0	0.0	0	0.0	0.0	0.0113	0.0	0	0.0	0.84522	0.0	0.02752	0.35172	0.0	0	0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0	0.0	0.0	0.0
