sample	LeechJ_xxxx__AF94	LeechJ_xxxx__AF93	LeechJ_xxxx__AF92	LeechJ_xxxx__AF91	LeechJ_xxxx__AF89	LeechJ_xxxx__AF88	LeechJ_xxxx__AF87	LeechJ_xxxx__AF86	LeechJ_xxxx__AF84	LeechJ_xxxx__AF83	LeechJ_xxxx__AF82	LeechJ_xxxx__AF81	LeechJ_xxxx__AF80	LeechJ_xxxx__AF78	LeechJ_xxxx__AF77	LeechJ_xxxx__AF76	LeechJ_xxxx__AF74	LeechJ_xxxx__AF73	LeechJ_xxxx__AF72	LeechJ_xxxx__AF71	LeechJ_xxxx__AF70	LeechJ_xxxx__AF69	LeechJ_xxxx__AF68	LeechJ_xxxx__AF67	LeechJ_xxxx__AF66	LeechJ_xxxx__AF65	LeechJ_xxxx__AF64	LeechJ_xxxx__AF63	LeechJ_xxxx__AF62	LeechJ_xxxx__AF61	LeechJ_xxxx__AF60	LeechJ_xxxx__AF59	LeechJ_xxxx__AF58	LeechJ_xxxx__AF57	LeechJ_xxxx__AF56	LeechJ_xxxx__AF55	LeechJ_xxxx__AF54	LeechJ_xxxx__AF53	LeechJ_xxxx__AF52	LeechJ_xxxx__AF51	LeechJ_xxxx__AF50	LeechJ_xxxx__AF49	LeechJ_xxxx__AF48	LeechJ_xxxx__AF47	LeechJ_xxxx__AF46	LeechJ_xxxx__AF45	LeechJ_xxxx__AF44	LeechJ_xxxx__AF43	LeechJ_xxxx__AF42	LeechJ_xxxx__AF41	LeechJ_xxxx__AF40	LeechJ_xxxx__AF39	LeechJ_xxxx__AF38	LeechJ_xxxx__AF37	LeechJ_xxxx__AF35	LeechJ_xxxx__AF34	LeechJ_xxxx__AF33	LeechJ_xxxx__AF32	LeechJ_xxxx__AF31	LeechJ_xxxx__AF30	LeechJ_xxxx__AF29	LeechJ_xxxx__AF28	LeechJ_xxxx__AF27	LeechJ_xxxx__AF26	LeechJ_xxxx__AF25	LeechJ_xxxx__AF24	LeechJ_xxxx__AF23	LeechJ_xxxx__AF22	LeechJ_xxxx__AF21	LeechJ_xxxx__AF20	LeechJ_xxxx__AF19	LeechJ_xxxx__AF18	LeechJ_xxxx__AF17	LeechJ_xxxx__AF16	LeechJ_xxxx__AF15	LeechJ_xxxx__AF14	LeechJ_xxxx__AF12	LeechJ_xxxx__AF11	LeechJ_xxxx__AF10	LeechJ_xxxx__AF09	LeechJ_xxxx__AF08	LeechJ_xxxx__AF06	LeechJ_xxxx__AF05	LeechJ_xxxx__AF04	LeechJ_xxxx__AF03	LeechJ_xxxx__AF02	LeechJ_xxxx__AF01
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Providencia|s__Providencia_stuartii|t__SGB10010	0	0	0	0	0.0	0	0	0.0	0.0	0	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0	0	0.0	0.0	0.0	0.03854	0.0	0	0	0	0.0	0.0	2.37289	0.01706	0.0	0.0	0	0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0.0	0	0	0.0	0	0	0	0.0	0.0	0	0	0.0	0	0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Providencia|s__Providencia_stuartii|t__SGB10011	0	0	0	0	0.0	0	0	0.0	0.0	0	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0	0	0.0	0.0	0.0	0.01289	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0.0	0	0	0.0	0	0	0	0.0	0.0	0	0	0.0	0	0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Providencia|s__Providencia_stuartii|t__SGB81698	0	0	0	0	0.0	0	0	0.0	0.0	0	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.10821	0.0	0.0	0.0	0	0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0.0	0	0	0.0	0	0	0	0.0	0.0	0	0	0.0	0	0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Providencia|s__Providencia_stuartii|t__SGB92538	0	0	0	0	0.0	0	0	0.0	0.0	0	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0068	0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0.0	0	0	0.0	0	0	0	0.0	0.0	0	0	0.0	0	0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae|g__Candidatus_Fukatsuia|s__Candidatus_Fukatsuia_symbiotica|t__SGB31033	0	0	0	0	0.0	0	0	0.0	0.01014	0	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0.0	0	0	0.0	0	0	0	0.0	0.0	0	0	0.0	0	0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae|g__Rahnella|s__Rahnella_variigena|t__SGB31278	0	0	0	0	0.0	0	0	0.0	0.19648	0	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0.0	0	0	0.0	0	0	0	0.0	0.0	0	0	0.0	0	0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae|g__Serratia|s__Serratia_fonticola|t__SGB10260	0	0	0	0	0.0	0	0	0.0	0.0317	0	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0.0	0	0	0.0	0	0	0	0.0	0.0	0	0	0.0	0	0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae|g__Serratia|s__Serratia_liquefaciens|t__SGB10256	0	0	0	0	0.0	0	0	0.0	0.00078	0	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0.0	0	0	0.0	0	0	0	0.0	0.0	0	0	0.0	0	0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae|g__Serratia|s__Serratia_plymuthica|t__SGB10254	0	0	0	0	0.0	0	0	0.0	0.01895	0	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0.0	0	0	0.0	0	0	0	0.0	0.0	0	0	0.0	0	0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae|g__Serratia|s__Serratia_quinivorans|t__SGB10257	0	0	0	0	0.0	0	0	0.0	0.0376	0	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0.0	0	0	0.0	0	0	0	0.0	0.0	0	0	0.0	0	0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Gammaproteobacteria_unclassified|f__Gammaproteobacteria_unclassified|g__Ignatzschineria|s__Ignatzschineria_cameli|t__SGB23359	0	0	0	0	0.0	0	0	0.0	0.0	0	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	2.20252	0.01341	4.60696	0.0	0	0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0.0	0	0	0.0	0	0	0	0.0	0.0	0	0	0.0	0	0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Gammaproteobacteria_unclassified|f__Gammaproteobacteria_unclassified|g__Ignatzschineria|s__Ignatzschineria_indica|t__SGB9596	0	0	0	0	0.0	0	0	0.0	0.0	0	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.46631	0.0	0.16853	0.0	0	0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0.0	0	0	0.0	0	0	0	0.0	0.0	0	0	0.0	0	0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Gammaproteobacteria_unclassified|f__Gammaproteobacteria_unclassified|g__Ignatzschineria|s__Ignatzschineria_larvae|t__SGB28685	0	0	0	0	0.0	0	0	0.0	0.0	0	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0	0	0.0	0.0	0.0	0.01248	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0.0	0	0	0.0	0	0	0	0.0	0.0	0	0	0.0	0	0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Gammaproteobacteria_unclassified|f__Gammaproteobacteria_unclassified|g__Wohlfahrtiimonas|s__Wohlfahrtiimonas_chitiniclastica|t__SGB9592	0	0	0	0	0.0	0	0	0.0	0.0	0	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.17377	0.0	0.0	0.0	0	0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0.0	0	0	0.0	0	0	0	0.0	0.0	0	0	0.0	0	0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Gammaproteobacteria_unclassified|f__Gammaproteobacteria_unclassified|g__Wohlfahrtiimonas|s__Wohlfahrtiimonas_sp_G9077|t__SGB9593	0	0.0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	0	0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0	0.0	0.28593	0.0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0.0	0	0	0	0.0	0.0	0	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0	0.0	0.0	0	0.0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_baumannii|t__SGB10343	0	0.0	0	0	0.0	0	0	0	0.0	0	0	0	0.06707	0.03669	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.12603	0.10184	0	0.02633	0	0	0	0.0	0.09903	0.00251	0	0.01673	0	0.0	0	0	0.0	1.32808	0.0	0	0	0	0	0.0	0.16158	0	0	1.00164	0.0	0	0.0	0	0	0	0.34832	0.0494	0	0	0.0	0	0.0	0	0.0	0.0	0.00715	0	0.0	0	0	0	0	0.02812	21.33193	0	1.0957	0.0	0	3.86833	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_bereziniae|t__SGB10379	0	0.0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.24824	0.0	0.0	0	0.0	0	0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0.0	0	0	0	0.0	0.0	0	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0	0.0	0.0	0	0.0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_brisouii|t__SGB81587	0	0.0	0	0	0.61133	0	0	0	0.0	0	0	0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	0	0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0	0	1.79086	0.0	0	0.00327	0	0	0	0.0	0.0	0	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0	0.0	0.0	0	0.0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_calcoaceticus|t__SGB10349	0	0.0	0	0	0.0	0	0	0	0.03936	0	0	0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	0	0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0.0	0	0	0	0.0	0.0	0	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0	0.0	0.0	0	0.0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_cumulans|t__SGB10383	0	0.0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	0	0	0	0.0	0.00906	0.0	0	0.0	0	0.0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0.0	0	0	0	0.0	0.0	0	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0	0.0	0.0	0	0.0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_guillouiae|t__SGB10380	0	0.0	0	0	0.0	0	0	0	3.48588	0	0	0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	0	0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0.0	0	0	0	0.0	0.0	0	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0	0.0	0.0	0	0.0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_johnsonii|t__SGB10398	0	0.0	0	0	0.0	0	0	0	2.84504	0	0	0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	0	0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0.0	0	0	0	0.0	0.0	0	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0	0.0	0.0	0	0.0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_junii|t__SGB10370	0	0.0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	0	0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.075	0	0	0.0	0.0	0	0.00323	0	0	0	0.0	0.0	0	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0	0.0	0.0	0	0.0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_nosocomialis|t__SGB10344	0	0.0	0	0	0.00155	0	0	0	0.0	0	0	0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	0	0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0.0	0	0	0	0.0	0.0	0	0	0.0	0	0.0	0	0.0	0.0	0.01507	0	0.0	0	0	0	0	0.0	0.0	0	0.0	0.0	0	0.0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_pittii|t__SGB10346	0	0.0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0153	0.0	0.0	0	0.0	0	0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0.0	0	0	0	0.0	0.0	0	0	0.0	0	0.0	0	0.0	0.0	0.00945	0	0.0	0	0	0	0	0.0	0.0	0	0.0	0.0	0	0.0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_populi|t__SGB10338	0	0.0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	0	0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0.0	0	0	0	0.0	0.0	0	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0	0.0	0.00025	0	0.0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_portensis|t__SGB81595	0	0.0	0	0	0.0	0	0	0	0.02259	0	0	0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	0	0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0.0	0	0	0	0.0	0.0	0	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0	0.0	0.0	0	0.0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_radioresistens|t__SGB10375	0	0.0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0.0	0	1.34598	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	0	0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0.0	0	0	0	0.0	0.0	0	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0	0.0	0.0	0	0.0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_soli|t__SGB10374	0	0.0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	0	0	0	0.0	0.0	0.0	0	0.0	0	0.00775	0	0	0.01219	0.0	0.0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0.0	0	0	0	0.0	0.0	0	0	0.0	0	0.0	0	0.0	0.0	0.00812	0	0.0	0	0	0	0	0.0	0.0	0	0.91876	0.0	0	4.61784	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_sp_AG1|t__SGB10367	0	0.0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	0	0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0.0	0	0	0	0.0	0.0	0	0	0.0	0	0.0	0	0.0	0.0	0.01003	0	0.0	0	0	0	0	0.0	0.0	0	0.0	0.0	0	0.0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_sp_HR7|t__SGB10408	0	0.0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	0	0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0	0.0	0.00074	0.0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0.0	0	0	0	0.0	0.0	0	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0	0.0	0.0	0	0.0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_sp_WCHA55|t__SGB31338	0	0.0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.00737	0.0	0.0	0	0.0	0	0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0.0	0	0	0	0.0	0.0	0	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0	0.0	0.0	0	0.0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_tandoii|t__SGB10402	0	0.0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	0	0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0	0	0.10686	0.0	0	0.0	0	0	0	0.0	0.0	0	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0	0.0	0.0	0	0.0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_tandoii|t__SGB22974	0	0.0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	0	0	0	0.0	0.00123	0.0	0	0.0	0	0.0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.13174	0	0	0.0	0.0	0	0.0	0	0	0	0.0	0.0	0	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.14031	0	0.0	0.0	0	0.0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_towneri|t__SGB10412	0	0.0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	0	0	0	0.0	0.05535	0.0	0	0.0	0	0.0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0.0	0	0	0	0.0	0.0	0	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0	0.0	0.0	0	0.0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_ursingii|t__SGB10372	0	0.0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	0	0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0.0	0	0	0	0.0	0.0	0	0	0.0	0	0.0	0	0.0	0.0	0.09306	0	0.0	0	0	0	0	0.0	0.0	0	0.0	0.0	0	0.0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_variabilis|t__SGB10407	0	0.0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	0	0	0	0.0	0.00163	0.0	0	0.0	0	0.0	0	0	0.0	0.02752	0.0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0.0	0	0	0	0.0	0.0	0	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0	0.0	0.0	0	0.0	0
